accession	type	gene	product	parts
NC_046401.1	rRNA		large subunit ribosomal RNA	7495-10530:1
NC_046401.1	CDS	ND5	NADH dehydrogenase subunit 5	11012-11732:1,14049-15183:1
NC_046401.1	CDS	ND1	NADH dehydrogenase subunit 1	12226-13204:1
NC_046401.1	CDS	ND3	NADH dehydrogenase subunit 3	13301-13658:1
NC_046401.1	CDS	COX2	cytochrome c oxidase subunit II	15246-16014:1
NC_046401.1	CDS	ND4	NADH dehydrogenase subunit 4	16224-17724:1
NC_046401.1	CDS	ND6	NADH dehydrogenase subunit 6	17897-18530:1
NC_046401.1	CDS	CYTB	cytochrome b	18790-19936:1
NC_046401.1	CDS	COX3	cytochrome c oxidase subunit III	20429-21218:1
NC_046480.1	CDS	cox1	cytochrome c oxidase subunit I	0-1597:1
NC_046480.1	rRNA		12S ribosomal RNA	1597-2709:1
NC_046480.1	CDS	nad1	NADH dehydrogenase subunit 1	2709-3690:1
NC_046480.1	CDS	cob	cytochrome b	3814-4975:1
NC_046480.1	CDS	nad6	NADH dehydrogenase subunit 6	4995-5559:1
NC_046480.1	CDS	nad3	NADH dehydrogenase subunit 3	5602-5956:1
NC_046480.1	CDS	nad4l	NADH dehydrogenase subunit 4L	5984-6278:1
NC_046480.1	CDS	mutS	MutS-like protein	6306-9258:1
NC_046480.1	rRNA		16S ribosomal RNA	9258-11504:1
NC_046480.1	CDS	nad2	NADH dehydrogenase subunit 2	11504-12644:1
NC_046480.1	CDS	nad5	NADH dehydrogenase subunit 5	12631-14449:1
NC_046480.1	CDS	nad4	NADH dehydrogenase subunit 4	14492-15941:1
NC_046480.1	tRNA		tRNA-Met	16239-16310:-1
NC_046480.1	CDS	cox3	cytochrome c oxidase subunit III	16338-17124:-1
NC_046480.1	CDS	atp6	ATP synthase F0 subunit 6	17165-17873:-1
NC_046480.1	CDS	atp8	ATP synthase F0 subunit 8	17893-18109:-1
NC_046480.1	CDS	cox2	cytochrome c oxidase subunit II	18130-18892:-1
NC_046476.1	CDS	COX1	cytochrome c oxidase subunit I	0-888:1,2168-2885:1
NC_046476.1	CDS	ND4L	NADH dehydrogenase subunit 4L	3013-3313:1
NC_046476.1	CDS	ATP8	ATP synthase F0 subunit 8	3390-3609:1
NC_046476.1	CDS	ATP6	ATP synthase F0 subunit 6	3807-4506:1
NC_046476.1	rRNA		small subunit ribosomal RNA	4734-5926:1
NC_046476.1	CDS	ND2	NADH dehydrogenase subunit 2	6339-7500:1
NC_046476.1	tRNA		tRNA-Met	7605-7676:1
NC_046476.1	rRNA		large subunit ribosomal RNA	7715-10162:1
NC_046476.1	CDS	ND5	NADH dehydrogenase subunit 5	10585-11317:1,13535-14666:1
NC_046476.1	CDS	ND1	NADH dehydrogenase subunit 1	11632-12646:1
NC_046476.1	CDS	ND3	NADH dehydrogenase subunit 3	12833-13190:1
NC_046476.1	CDS	COX2	cytochrome c oxidase subunit II	15560-16313:1
NC_046476.1	CDS	ND4	NADH dehydrogenase subunit 4	16673-18149:1
NC_046476.1	CDS	ND6	NADH dehydrogenase subunit 6	18151-18802:1
NC_046476.1	CDS	CYTB	cytochrome b	18892-20080:1
NC_046476.1	CDS	COX3	cytochrome c oxidase subunit III	20336-21125:1
NC_046403.1	CDS	COX1	cytochrome c oxidase subunit I	0-888:1,2207-2924:1
NC_046403.1	CDS	ND4L	NADH dehydrogenase subunit 4L	3064-3364:1
NC_046403.1	CDS	ATP8	ATP synthase F0 subunit 8	3409-3628:1
NC_046403.1	CDS	ATP6	ATP synthase F0 subunit 6	3843-4542:1
NC_046403.1	rRNA		small subunit ribosomal RNA	4780-5976:1
NC_046403.1	CDS	ND2	NADH dehydrogenase subunit 2	6424-7582:1
NC_046403.1	tRNA		tRNA-Met	7797-7868:1
NC_046403.1	rRNA		large subunit ribosomal RNA	7907-10579:1
NC_046403.1	CDS	ND5	NADH dehydrogenase subunit 5	10745-11477:1,13602-14733:1
NC_046403.1	CDS	ND1	NADH dehydrogenase subunit 1	11772-12786:1
NC_046403.1	CDS	ND3	NADH dehydrogenase subunit 3	12982-13339:1
NC_046403.1	CDS	COX2	cytochrome c oxidase subunit II	15369-16122:1
NC_046403.1	CDS	ND4	NADH dehydrogenase subunit 4	16544-18020:1
NC_046403.1	CDS	ND6	NADH dehydrogenase subunit 6	18022-18673:1
NC_046403.1	CDS	CYTB	cytochrome b	18762-19914:1
NC_046403.1	CDS	COX3	cytochrome c oxidase subunit III	20238-21027:1
NC_046402.1	CDS	COX1	cytochrome c oxidase subunit I	0-1581:1
NC_046402.1	CDS	ND4L	NADH dehydrogenase subunit 4L	1629-1929:1
NC_046402.1	CDS	ATP8	ATP synthase F0 subunit 8	1982-2201:1
NC_046402.1	CDS	ATP6	ATP synthase F0 subunit 6	2290-2986:1
NC_046402.1	rRNA		small subunit ribosomal RNA	3131-4420:1
NC_046402.1	CDS	ND2	NADH dehydrogenase subunit 2	4728-5901:1
NC_046402.1	tRNA		tRNA-Met	5926-5997:1
NC_046402.1	rRNA		large subunit ribosomal RNA	6042-8656:1
NC_046402.1	CDS	ND5	NADH dehydrogenase subunit 5	9000-9720:1,11767-12901:1
NC_046402.1	CDS	ND1	NADH dehydrogenase subunit 1	10128-11106:1
NC_046402.1	CDS	ND3	NADH dehydrogenase subunit 3	11160-11517:1
NC_046402.1	CDS	COX2	cytochrome c oxidase subunit II	13207-13954:1
NC_046402.1	CDS	ND4	NADH dehydrogenase subunit 4	14013-15513:1
NC_046402.1	CDS	ND6	NADH dehydrogenase subunit 6	15625-16255:1
NC_046402.1	CDS	CYTB	cytochrome b	16386-17547:1
NC_046402.1	CDS	COX3	cytochrome c oxidase subunit III	17636-18425:1
NC_046400.1	CDS	COX1	cytochrome c oxidase subunit I	0-888:1,2013-2730:1
NC_046400.1	CDS	ND4L	NADH dehydrogenase subunit 4L	2841-3141:1
NC_046400.1	CDS	ATP8	ATP synthase F0 subunit 8	3214-3433:1
NC_046400.1	CDS	ATP6	ATP synthase F0 subunit 6	3532-4231:1
NC_046400.1	rRNA		small subunit ribosomal RNA	4498-5683:1
NC_046400.1	CDS	ND2	NADH dehydrogenase subunit 2	6131-7313:1
NC_046400.1	tRNA		tRNA-Met	7511-7582:1
NC_046400.1	rRNA		large subunit ribosomal RNA	7622-10305:1
NC_046400.1	CDS	ND5	NADH dehydrogenase subunit 5	10597-11329:1,13516-14647:1
NC_046400.1	CDS	ND1	NADH dehydrogenase subunit 1	11626-12640:1
NC_046400.1	CDS	ND3	NADH dehydrogenase subunit 3	12886-13243:1
NC_046400.1	CDS	COX2	cytochrome c oxidase subunit II	14942-15695:1
NC_046400.1	CDS	ND4	NADH dehydrogenase subunit 4	16098-17574:1
NC_046400.1	CDS	ND6	NADH dehydrogenase subunit 6	17576-18227:1
NC_046400.1	CDS	CYTB	cytochrome b	18386-19574:1
NC_046400.1	CDS	COX3	cytochrome c oxidase subunit III	19826-20615:1
NC_045931.1	CDS	ND5	NADH dehydrogenase subunit 5	0-718:1,11892-13010:1
NC_045931.1	CDS	ND1	NADH dehydrogenase subunit 1	1051-2035:1
NC_045931.1	CDS	CYTB	cytochrome b	2152-3316:1
NC_045931.1	CDS	ND2	NADH dehydrogenase subunit 2	3900-4998:1
NC_045931.1	CDS	ND6	NADH dehydrogenase subunit 6	5013-5625:1
NC_045931.1	CDS	ATP6	ATP synthase F0 subunit 6	5707-6406:1
NC_045931.1	CDS	ND4	NADH dehydrogenase subunit 4	6667-8146:1
NC_045931.1	rRNA	rrnS	12S ribosomal RNA	8189-9297:1
NC_045931.1	CDS	COX3	cytochrome c oxidase subunit III	9503-10292:1
NC_045931.1	CDS	COX2	cytochrome c oxidase subunit II	10327-11071:1
NC_045931.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11121-11421:1
NC_045931.1	CDS	ND3	NADH dehydrogenase subunit 3	11438-11795:1
NC_045931.1	tRNA	trnW(tca)	tRNA-Trp	13049-13119:1
NC_045931.1	CDS	ATP8	ATP synthase F0 subunit 8	13151-13367:1
NC_045931.1	CDS	COX1	cytochrome c oxidase subunit I	13490-14380:1,15350-16032:1
NC_045931.1	tRNA	trnM(cat)	tRNA-Met	16128-16199:1
NC_045931.1	rRNA	rrnL	16S ribosomal RNA	16200-18522:1
NC_045515.1	CDS	ND5	NADH dehydrogenase subunit 5	0-717:1,2374-3514:1
NC_045515.1	CDS	ND1	NADH dehydrogenase subunit 1	919-1924:1
NC_045515.1	CDS	ND3	NADH dehydrogenase subunit 3	1930-2287:1
NC_045515.1	tRNA	tRNA	tRNA-Trp	3574-3644:1
NC_045515.1	CDS	ND2	NADH dehydrogenase subunit 2	3968-5126:1
NC_045515.1	rRNA		12S ribosomal RNA	5175-6257:1
NC_045515.1	CDS	COX2	cytochrome c oxidase subunit II	6310-7051:1
NC_045515.1	CDS	ND4	NADH dehydrogenase subunit 4	7212-8691:1
NC_045515.1	CDS	ND6	NADH dehydrogenase subunit 6	8695-9289:1
NC_045515.1	CDS	CYTB	cytochrome b	9347-10514:1
NC_045515.1	tRNA	tRNA	tRNA-Met	10572-10643:1
NC_045515.1	rRNA		16S ribosomal RNA	10643-12830:1
NC_045515.1	CDS	COX3	cytochrome c oxidase subunit III	12901-13690:1
NC_045515.1	CDS	COX1	cytochrome c oxidase subunit I	13788-14703:1,15537-16233:1
NC_045515.1	CDS		heg	14834-15506:1
NC_045515.1	CDS	ND4L	NADH dehydrogenase subunit 4L	16273-16573:1
NC_045515.1	CDS	ATP8	ATP synthase F0 subunit 8	16597-16813:1
NC_045515.1	CDS	ATP6	ATP synthase F0 subunit 6	16843-17533:1
NC_044902.1	CDS	ND5	NADH dehydrogenase subunit 5	0-717:1,2887-4003:1
NC_044902.1	CDS	ND1	NADH dehydrogenase subunit 1	862-1924:1
NC_044902.1	CDS	ND3	NADH dehydrogenase subunit 3	1930-2287:1
NC_044902.1	tRNA		tRNA-Trp	4251-4321:1
NC_044902.1	CDS	ND2	NADH dehydrogenase subunit 2	4373-5750:1
NC_044902.1	rRNA		small subunit ribosomal RNA	5799-6881:1
NC_044902.1	CDS	COX2	cytochrome c oxidase subunit II	6934-7675:1
NC_044902.1	CDS	ND4	NADH dehydrogenase subunit 4	9663-11130:1
NC_044902.1	CDS	ND6	NADH dehydrogenase subunit 6	11134-11743:1
NC_044902.1	CDS	CYTB	cytochrome b	11770-12922:1
NC_044902.1	tRNA		tRNA-Met	13327-13398:1
NC_044902.1	rRNA		large subunit ribosomal RNA	13398-15592:1
NC_044902.1	CDS	COX3	cytochrome c oxidase subunit III	15664-16453:1
NC_044902.1	CDS	COX1	cytochrome c oxidase subunit I	16687-17577:1,18431-19113:1
NC_044902.1	CDS	ND4L	NADH dehydrogenase subunit 4L	19409-19709:1
NC_044902.1	CDS	ATP8	ATP synthase F0 subunit 8	19733-19949:1
NC_044902.1	CDS	ATP6	ATP synthase F0 subunit 6	19982-20672:1
NC_044122.1	CDS	COX1	cytochrome c oxidase subunit I	0-1582:1
NC_044122.1	rRNA		12S ribosomal RNA	1582-2633:1
NC_044122.1	CDS	ND1	NADH dehydrogenase subunit 1	2677-3649:1
NC_044122.1	CDS	CYTB	cytochrome b	3676-4843:1
NC_044122.1	CDS	ND6	NADH dehydrogenase subunit 6	4883-5441:1
NC_044122.1	CDS	ND3	NADH dehydrogenase subunit 3	5496-5850:1
NC_044122.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5869-6163:1
NC_044122.1	CDS	mutS	mutS	6176-9149:1
NC_044122.1	rRNA		16S ribosomal RNA	9156-11124:1
NC_044122.1	CDS	ND2	NADH dehydrogenase subunit 2	11155-12529:1
NC_044122.1	CDS	ND5	NADH dehydrogenase subunit 5	12516-14334:1
NC_044122.1	CDS	ND4	NADH dehydrogenase subunit 4	14430-15879:1
NC_044122.1	tRNA		tRNA-Met	15937-16006:-1
NC_044122.1	CDS	COX3	cytochrome c oxidase subunit III	16046-16832:-1
NC_044122.1	CDS	ATP6	ATP synthase F0 subunit 6	16896-17604:-1
NC_044122.1	CDS	ATP8	ATP synthase F0 subunit 8	17628-17844:-1
NC_044122.1	CDS	COX2	cytochrome c oxidase subunit II	17866-18628:-1
NC_044091.1	CDS	COX1	cytochrome c oxidase subunit I	102-1668:1
NC_044091.1	rRNA		small subunit ribosomal RNA	1705-2761:1
NC_044091.1	CDS	ND1	NADH dehydrogenase subunit 1	2812-3793:1
NC_044091.1	CDS	CYTB	cytochrome b	3804-4965:1
NC_044091.1	CDS	ND6	NADH dehydrogenase subunit 6	4983-5538:1
NC_044091.1	CDS	ND3	NADH dehydrogenase subunit 3	5602-5956:1
NC_044091.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5959-6253:1
NC_044091.1	CDS	MutS	MutS-like protein	6266-9257:1
NC_044091.1	rRNA		large subunit ribosomal RNA	9411-11210:1
NC_044091.1	CDS	ND2	NADH dehydrogenase subunit 2	11269-12646:1
NC_044091.1	CDS	ND5	NADH dehydrogenase subunit 5	12633-14448:1
NC_044091.1	CDS	ND4	NADH dehydrogenase subunit 4	14474-15923:1
NC_044091.1	tRNA		tRNA-Met	16041-16112:-1
NC_044091.1	CDS	COX3	cytochrome c oxidase subunit III	16176-16962:-1
NC_044091.1	CDS	ATP6	ATP synthase F0 subunit 6	17019-17727:-1
NC_044091.1	CDS	ATP8	ATP synthase F0 subunit 8	17750-17966:-1
NC_044091.1	CDS	COX2	cytochrome c oxidase subunit II	18008-18770:-1
NC_044089.1	CDS	COX1	cytochrome c oxidase subunit I	124-1690:1
NC_044089.1	rRNA		small subunit ribosomal RNA	1727-2784:1
NC_044089.1	CDS	ND1	NADH dehydrogenase subunit 1	2835-3816:1
NC_044089.1	CDS	CYTB	cytochrome b	3827-4988:1
NC_044089.1	CDS	ND6	NADH dehydrogenase subunit 6	5006-5561:1
NC_044089.1	CDS	ND3	NADH dehydrogenase subunit 3	5625-5979:1
NC_044089.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5982-6276:1
NC_044089.1	CDS	MutS	MutS-like protein	6289-9259:1
NC_044089.1	rRNA		large subunit ribosomal RNA	9413-11179:1
NC_044089.1	CDS	ND2	NADH dehydrogenase subunit 2	11216-12599:1
NC_044089.1	CDS	ND5	NADH dehydrogenase subunit 5	12586-14404:1
NC_044089.1	CDS	ND4	NADH dehydrogenase subunit 4	14435-15884:1
NC_044089.1	tRNA		tRNA-Met	16007-16078:-1
NC_044089.1	CDS	COX3	cytochrome c oxidase subunit III	16142-16928:-1
NC_044089.1	CDS	ATP6	ATP synthase F0 subunit 6	16985-17693:-1
NC_044089.1	CDS	ATP8	ATP synthase F0 subunit 8	17713-17929:-1
NC_044089.1	CDS	COX2	cytochrome c oxidase subunit II	17967-18729:-1
NC_044088.1	CDS	COX1	cytochrome c oxidase subunit I	124-1690:1
NC_044088.1	rRNA		small subunit ribosomal RNA	1727-2784:1
NC_044088.1	CDS	ND1	NADH dehydrogenase subunit 1	2835-3816:1
NC_044088.1	CDS	CYTB	cytochrome b	3827-4997:1
NC_044088.1	CDS	ND6	NADH dehydrogenase subunit 6	5243-5798:1
NC_044088.1	CDS	ND3	NADH dehydrogenase subunit 3	5862-6216:1
NC_044088.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6219-6513:1
NC_044088.1	CDS	MutS	MutS-like protein	6526-9493:1
NC_044088.1	rRNA		large subunit ribosomal RNA	9648-11436:1
NC_044088.1	CDS	ND2	NADH dehydrogenase subunit 2	11474-12857:1
NC_044088.1	CDS	ND5	NADH dehydrogenase subunit 5	12844-14662:1
NC_044088.1	CDS	ND4	NADH dehydrogenase subunit 4	14693-16142:1
NC_044088.1	tRNA		tRNA-Met	16265-16336:-1
NC_044088.1	CDS	COX3	cytochrome c oxidase subunit III	16386-17172:-1
NC_044088.1	CDS	ATP6	ATP synthase F0 subunit 6	17229-17937:-1
NC_044088.1	CDS	ATP8	ATP synthase F0 subunit 8	17957-18173:-1
NC_044088.1	CDS	COX2	cytochrome c oxidase subunit II	18211-18973:-1
NC_044087.1	CDS	COX1	cytochrome c oxidase subunit I	124-1690:1
NC_044087.1	rRNA		small subunit ribosomal RNA	1727-2784:1
NC_044087.1	CDS	ND1	NADH dehydrogenase subunit 1	2835-3909:1
NC_044087.1	CDS	CYTB	cytochrome b	3814-4975:1
NC_044087.1	CDS	ND6	NADH dehydrogenase subunit 6	4993-5548:1
NC_044087.1	CDS	ND3	NADH dehydrogenase subunit 3	5571-5925:1
NC_044087.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5928-6222:1
NC_044087.1	CDS	MutS	MutS-like protein	6235-9229:1
NC_044087.1	rRNA		large subunit ribosomal RNA	9383-11171:1
NC_044087.1	CDS	ND2	NADH dehydrogenase subunit 2	11208-12591:1
NC_044087.1	CDS	ND5	NADH dehydrogenase subunit 5	12578-14396:1
NC_044087.1	CDS	ND4	NADH dehydrogenase subunit 4	14427-15876:1
NC_044087.1	tRNA		tRNA-Met	15993-16064:-1
NC_044087.1	CDS	COX3	cytochrome c oxidase subunit III	16128-16914:-1
NC_044087.1	CDS	ATP6	ATP synthase F0 subunit 6	16971-17679:-1
NC_044087.1	CDS	ATP8	ATP synthase F0 subunit 8	17699-17915:-1
NC_044087.1	CDS	COX2	cytochrome c oxidase subunit II	17953-18715:-1
NC_044086.1	CDS	COX1	cytochrome c oxidase subunit I	61-1627:1
NC_044086.1	rRNA		small subunit ribosomal RNA	1664-2728:1
NC_044086.1	CDS	ND1	NADH dehydrogenase subunit 1	2781-3762:1
NC_044086.1	CDS	CYTB	cytochrome b	3773-4934:1
NC_044086.1	CDS	ND6	NADH dehydrogenase subunit 6	4952-5507:1
NC_044086.1	CDS	ND3	NADH dehydrogenase subunit 3	5570-5924:1
NC_044086.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5927-6221:1
NC_044086.1	CDS	ND4	NADH dehydrogenase subunit 4	6343-7792:-1
NC_044086.1	CDS	ND5	NADH dehydrogenase subunit 5	7818-9636:-1
NC_044086.1	CDS	ND2	NADH dehydrogenase subunit 2	9623-10973:-1
NC_044086.1	rRNA		large subunit ribosomal RNA	11046-12845:-1
NC_044086.1	CDS	MutS	MutS-like protein	12999-15945:-1
NC_044086.1	tRNA		tRNA-Met	16132-16203:-1
NC_044086.1	CDS	COX3	cytochrome c oxidase subunit III	16258-17044:-1
NC_044086.1	CDS	ATP6	ATP synthase F0 subunit 6	17101-17809:-1
NC_044086.1	CDS	ATP8	ATP synthase F0 subunit 8	17833-18049:-1
NC_044086.1	CDS	COX2	cytochrome c oxidase subunit II	18091-18853:-1
NC_044078.1	CDS	COX1	cytochrome c oxidase subunit I	100-1666:1
NC_044078.1	rRNA		small subunit ribosomal RNA	1703-2760:1
NC_044078.1	CDS	ND1	NADH dehydrogenase subunit 1	2811-3792:1
NC_044078.1	CDS	CYTB	cytochrome b	3803-4964:1
NC_044078.1	CDS	ND6	NADH dehydrogenase subunit 6	4982-5537:1
NC_044078.1	CDS	ND3	NADH dehydrogenase subunit 3	5601-5955:1
NC_044078.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5958-6252:1
NC_044078.1	CDS	MutS	MutS-like protein	6265-9220:1
NC_044078.1	rRNA		large subunit ribosomal RNA	9374-11162:1
NC_044078.1	CDS	ND2	NADH dehydrogenase subunit 2	11199-12579:1
NC_044078.1	CDS	ND5	NADH dehydrogenase subunit 5	12566-14384:1
NC_044078.1	CDS	ND4	NADH dehydrogenase subunit 4	14415-15864:1
NC_044078.1	tRNA		tRNA-Met	16209-16280:-1
NC_044078.1	CDS	COX3	cytochrome c oxidase subunit III	16344-17130:-1
NC_044078.1	CDS	ATP6	ATP synthase F0 subunit 6	17175-17883:-1
NC_044078.1	CDS	ATP8	ATP synthase F0 subunit 8	17900-18116:-1
NC_044078.1	CDS	COX2	cytochrome c oxidase subunit II	18144-18906:-1
NC_044077.1	CDS	COX1	cytochrome c oxidase subunit I	124-1690:1
NC_044077.1	rRNA		small subunit ribosomal RNA	1727-2784:1
NC_044077.1	CDS	ND1	NADH dehydrogenase subunit 1	2835-3816:1
NC_044077.1	CDS	CYTB	cytochrome b	3827-4988:1
NC_044077.1	CDS	ND6	NADH dehydrogenase subunit 6	5006-5561:1
NC_044077.1	CDS	ND3	NADH dehydrogenase subunit 3	5625-5979:1
NC_044077.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5982-6276:1
NC_044077.1	CDS	MutS	MutS-like protein	6289-9250:1
NC_044077.1	rRNA		large subunit ribosomal RNA	9404-11192:1
NC_044077.1	CDS	ND2	NADH dehydrogenase subunit 2	11229-12612:1
NC_044077.1	CDS	ND5	NADH dehydrogenase subunit 5	12599-14417:1
NC_044077.1	CDS	ND4	NADH dehydrogenase subunit 4	14448-15897:1
NC_044077.1	tRNA		tRNA-Met	16463-16534:-1
NC_044077.1	CDS	COX3	cytochrome c oxidase subunit III	16584-17370:-1
NC_044077.1	CDS	ATP6	ATP synthase F0 subunit 6	17427-18135:-1
NC_044077.1	CDS	ATP8	ATP synthase F0 subunit 8	18155-18371:-1
NC_044077.1	CDS	COX2	cytochrome c oxidase subunit II	18409-19171:-1
NC_044074.1	tRNA		tRNA-Met	0-72:1
NC_044074.1	rRNA		16S ribosomal RNA	221-1920:1
NC_044074.1	CDS	ND5	NADH dehydrogenase subunit 5	1970-2681:1,12830-13934:1
NC_044074.1	CDS	ND1	NADH dehydrogenase subunit 1	2790-3738:1
NC_044074.1	CDS	CYTB	cytochrome b	3746-4880:1
NC_044074.1	CDS	ND2	NADH dehydrogenase subunit 2	5088-6192:1
NC_044074.1	CDS	ND6	NADH dehydrogenase subunit 6	6193-6754:1
NC_044074.1	CDS	ATP6	ATP synthase F0 subunit 6	6753-7431:1
NC_044074.1	CDS	ND4	NADH dehydrogenase subunit 4	7430-8870:1
NC_044074.1	rRNA		12S ribosomal RNA	9006-9916:1
NC_044074.1	CDS	COX3	cytochrome c oxidase subunit III	9976-10756:1
NC_044074.1	CDS	COX2	cytochrome c oxidase subunit II	11441-12149:1
NC_044074.1	CDS	ND4L	NADH dehydrogenase subunit 4L	12130-12430:1
NC_044074.1	CDS	ND3	NADH dehydrogenase subunit 3	12432-12774:1
NC_044074.1	tRNA		tRNA-Trp	13932-14002:1
NC_044074.1	CDS	ATP8	ATP synthase F0 subunit 8	14005-14203:1
NC_044074.1	CDS	COX1	cytochrome c oxidase subunit I	14220-15792:1
NC_042795.1	tRNA		tRNA-Met	0-72:1
NC_042795.1	rRNA		16S ribosomal RNA	300-1998:1
NC_042795.1	CDS	ND5	NADH dehydrogenase subunit 5	2048-2759:1,13002-14106:1
NC_042795.1	CDS	ND1	NADH dehydrogenase subunit 1	2869-3817:1
NC_042795.1	CDS	CYTB	cytochrome b	3819-4959:1
NC_042795.1	CDS	ND2	NADH dehydrogenase subunit 2	5176-6271:1
NC_042795.1	CDS	ND6	NADH dehydrogenase subunit 6	6272-6833:1
NC_042795.1	CDS	ATP6	ATP synthase F0 subunit 6	6832-7510:1
NC_042795.1	CDS	ND4	NADH dehydrogenase subunit 4	7509-8949:1
NC_042795.1	rRNA		12S ribosomal RNA	9055-9965:1
NC_042795.1	CDS	COX3	cytochrome c oxidase subunit III	10083-10863:1
NC_042795.1	CDS	COX2	cytochrome c oxidase subunit II	11576-12284:1
NC_042795.1	CDS	ND4L	NADH dehydrogenase subunit 4L	12302-12602:1
NC_042795.1	CDS	ND3	NADH dehydrogenase subunit 3	12604-12946:1
NC_042795.1	tRNA		tRNA-Trp	14104-14175:1
NC_042795.1	CDS	ATP8	ATP synthase F0 subunit 8	14178-14376:1
NC_042795.1	CDS	COX1	cytochrome c oxidase subunit I	15118-16660:1
NC_042742.1	tRNA		tRNA-Met	0-71:1
NC_042742.1	rRNA		16S ribosomal RNA	71-2331:1
NC_042742.1	CDS	ND5	NADH dehydrogenase subunit 5	2433-3153:1,15129-16245:1
NC_042742.1	CDS	ND1	NADH dehydrogenase subunit 1	3476-4460:1
NC_042742.1	CDS	CYTB	cytochrome b	4570-5728:1
NC_042742.1	CDS	ND2	NADH dehydrogenase subunit 2	6251-7349:1
NC_042742.1	CDS	ND6	NADH dehydrogenase subunit 6	7381-7975:1
NC_042742.1	CDS	ATP6	ATP synthase F0 subunit 6	8043-8742:1
NC_042742.1	CDS	ND4	NADH dehydrogenase subunit 4	8893-10369:1
NC_042742.1	rRNA		12S ribosomal RNA	10421-11597:1
NC_042742.1	CDS	COX3	cytochrome c oxidase subunit III	12724-13513:1
NC_042742.1	CDS	COX2	cytochrome c oxidase subunit II	13569-14313:1
NC_042742.1	CDS	ND4L	NADH dehydrogenase subunit 4L	14345-14645:1
NC_042742.1	CDS	ND3	NADH dehydrogenase subunit 3	14677-15034:1
NC_042742.1	tRNA		tRNA-Trp	16275-16345:1
NC_042742.1	CDS	ATP8	ATP synthase F0 subunit 8	16377-16596:1
NC_042742.1	CDS	COX1	cytochrome c oxidase subunit I	16577-18179:1
NC_042481.1	tRNA		tRNA-Met	0-72:1
NC_042481.1	rRNA		16S ribosomal RNA	255-1957:1
NC_042481.1	CDS	ND5	NADH dehydrogenase subunit 5	2040-2751:1,12149-13253:1
NC_042481.1	CDS	ND1	NADH dehydrogenase subunit 1	2859-3807:1
NC_042481.1	CDS	CYTB	cytochrome b	3815-4949:1
NC_042481.1	CDS	ND2	NADH dehydrogenase subunit 2	5157-6261:1
NC_042481.1	CDS	ND6	NADH dehydrogenase subunit 6	6262-6823:1
NC_042481.1	CDS	ATP6	ATP synthase F0 subunit 6	6822-7500:1
NC_042481.1	CDS	ND4	NADH dehydrogenase subunit 4	7499-8939:1
NC_042481.1	rRNA		12S ribosomal RNA	9075-9985:1
NC_042481.1	CDS	COX3	cytochrome c oxidase subunit III	9978-10758:1
NC_042481.1	CDS	COX2	cytochrome c oxidase subunit II	10760-11468:1
NC_042481.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11449-11749:1
NC_042481.1	CDS	ND3	NADH dehydrogenase subunit 3	11751-12093:1
NC_042481.1	tRNA		tRNA-Trp	13251-13321:1
NC_042481.1	CDS	ATP8	ATP synthase F0 subunit 8	13324-13522:1
NC_042481.1	CDS	COX1	cytochrome c oxidase subunit I	13539-15087:1
NC_040169.1	tRNA		tRNA-Met	0-72:1
NC_040169.1	rRNA		16S ribosomal RNA	209-1905:1
NC_040169.1	CDS	ND5	NADH dehydrogenase subunit 5	1990-2701:1,12837-13941:1
NC_040169.1	CDS	ND1	NADH dehydrogenase subunit 1	2812-3760:1
NC_040169.1	CDS	CYTB	cytochrome b	3762-4902:1
NC_040169.1	CDS	ND2	NADH dehydrogenase subunit 2	5110-6214:1
NC_040169.1	CDS	ND6	NADH dehydrogenase subunit 6	6215-6776:1
NC_040169.1	CDS	ATP6	ATP synthase F0 subunit 6	6775-7453:1
NC_040169.1	CDS	ND4	NADH dehydrogenase subunit 4	7452-8892:1
NC_040169.1	rRNA		12S ribosomal RNA	9084-9996:1
NC_040169.1	CDS	COX3	cytochrome c oxidase subunit III	10126-10906:1
NC_040169.1	CDS	COX2	cytochrome c oxidase subunit II	11447-12155:1
NC_040169.1	CDS	ND4L	NADH dehydrogenase subunit 4L	12136-12436:1
NC_040169.1	CDS	ND3	NADH dehydrogenase subunit 3	12438-12780:1
NC_040169.1	tRNA		tRNA-Trp	13939-14010:1
NC_040169.1	CDS	ATP8	ATP synthase F0 subunit 8	14013-14211:1
NC_040169.1	CDS	COX1	cytochrome c oxidase subunit I	14919-15650:1,16727-17556:1
NC_040169.1	tRNA	COX1	tRNA-Ser	16311-16374:1
NC_040137.1	tRNA		tRNA-Met	0-71:1
NC_040137.1	rRNA		16S ribosomal RNA	71-2330:1
NC_040137.1	CDS	ND5	NADH dehydrogenase subunit 5	2432-3152:1,14643-15759:1
